Ette	esi	esi	tte		S	adt
       	#temale	tema	le		P	sg all
suggugi	####	####				
       	#sugugi	sugugi	0		D	
wõlgu	@võlgu	võlgu	0		D	
     	võlg	võlg	u		S	pl p
se	####	####				
  	#see	see	0		P	sg n
om	####	####				
  	#on	ole	0		V	b
jo	####	####				
  	ju	ju	0		D	
  	#juba	juba	0		D	
kiik	kiik	kiik	0		S	sg n
    	£kõik	kõik	0		P	sg n
3	3	3	0		N	?
aastat	aastat	aasta	t		S	sg p
taggasi	####	####				
       	tagasi	tagasi	0		D	
       	#tagasi	tagasi	0		K	
kiik	kiik	kiik	0		S	sg n
    	£kõik	kõik	0		P	sg n
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
seletadu	####	####				
        	#seletatud	seleta	du		V	tud
nink	####	####				
    	#ning	ning	0		J	
sedda	####	####				
     	#seda	see	da		P	sg p
5	5	5	0		N	?
Rbla	####	####				
    	#rbl	rbl	0		Y	?
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
minna	mine	mine	a		V	da
     	£mina	mina	0		P	sg n
lainanu	####	####				
       	#laenanud	laena	nu		V	nud
,	,	,			Z	
karjuse	karjuse	karjus	0		S	sg g
palk	palk	palk	0		S	sg n
olli	####	####				
    	#oli	ole	i		V	s
3	3	3	0		N	?
Rbla	####	####				
    	#rbl	rbl	0		Y	?
nink	####	####				
    	#ning	ning	0		J	
se	####	####				
  	#see	see	0		P	sg n
om	####	####				
  	#on	ole	0		V	b
nüüd	nüüd	nüüd	0		D	
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
wõlgu	@võlgu	võlgu	0		D	
     	võlg	võlg	u		S	pl p
,	,	,			Z	
15	15	15	0		N	?
Rbla	####	####				
    	#rbl	rbl	0		Y	?
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
wõtnu	võt=nu	võt=nu	0		S	sg g
     	võt=nu	võt=nu	0		S	sg n
     	£võtnud	võt	nu		V	nud
,	,	,			Z	
17	17	17	0		N	?
Rbla	####	####				
    	#rbl	rbl	0		Y	?
olle	####	####				
    	#ole	ole	0		V	o
wõtnu	võt=nu	võt=nu	0		S	sg g
     	võt=nu	võt=nu	0		S	sg n
     	£võtnud	võt	nu		V	nud
ja	ja	ja	0		J	
se	####	####				
  	#see	see	0		P	sg n
om	####	####				
  	#on	ole	0		V	b
ka	ka	ka	0		D	
mastu	####	####				
     	#makstud	maks	tu		V	tud
,	,	,			Z	
26	26	26	0		N	?
Rbla	####	####				
    	#rbl	rbl	0		Y	?
om	####	####				
  	#on	ole	0		V	b
ka	ka	ka	0		D	
mastu	####	####				
     	#makstud	maks	tu		V	tud
nink	####	####				
    	#ning	ning	0		J	
ennamb	####	####				
      	#enam	enam	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
wõtnu	võt=nu	võt=nu	0		S	sg g
     	võt=nu	võt=nu	0		S	sg n
     	£võtnud	võt	nu		V	nud
nink	####	####				
    	#ning	ning	0		J	
hain	####	####				
    	#heina	hein	0		S	sg g
kuhja	kuhi	kuhi	0		S	adt
     	@kuhja	kuhi	0		S	sg g
     	kuhi	kuhi	0		S	sg p
     	kuhja	kuhja	0		V	o
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
om	####	####				
  	#on	ole	0		V	b
ka	ka	ka	0		D	
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
mastu	####	####				
     	#makstud	maks	tu		V	tud
nink	####	####				
    	#ning	ning	0		J	
arwata	@arvata	arvata	0		D	
      	arva	arva	ta		V	da
      	arva	arva	ta		V	ta
3	3	3	0		N	?
aastat	aastat	aasta	t		S	sg p
taggasi	####	####				
       	#tagasi	tagasi	0		D	
       	tagasi	tagasi	0		K	
sis	####	####				
   	#siis	siis	0		D	
   	siis	siis	0		J	
kõnnelimi	####	####				
         	#kõnelesime	kõnele	imi		V	sime
nink	####	####				
    	#ning	ning	0		J	
Mai	Mai	Mai	0		H	sg g
   	@Mai	Mai	0		H	sg n
   	mai	mai	0		S	sg g
   	mai	mai	0		S	sg n
Kalmann	####	####				
       	#Kalmann	Kalmann	0		H	sg n
küsis	küsis	küsi	s		V	s
minno	####	####				
     	mind	mina	0		P	sg p
     	#minu	mina	0		P	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
kui	kui	kui	0		D	
   	@kui	kui	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
14	14	14	0		N	?
aastat	aastat	aasta	t		S	sg p
minno	####	####				
     	mind	mina	0		P	sg p
     	#minu	mina	0		P	sg g
pool	@pool	pool	0		K	
    	pool	pool	0		N	sg n
    	pool	pool	0		S	sg n
olli	####	####				
    	#oli	ole	i		V	s
ellanü	####	####				
      	#elanud	ela	nü		V	nud
,	,	,			Z	
et	et	et	0		J	
kas	kas	kas	0		D	
sinna	sinna	sinna	0		D	
     	£sina	sina	0		P	sg n
ollet	####	####				
     	#oled	ole	t		V	d
sellega	sellega	see	ga		P	sg kom
rahhul	####	####				
      	rahul	rahu	l		S	sg ad
      	#rahul	rahul	0		D	
mes	####	####				
   	mis	mis	0		P	pl n
   	#mis	mis	0		P	sg n
sinnul	####	####				
      	#sinul	sina	l		P	sg ad
minnoga	####	####				
       	#minuga	mina	ga		P	sg kom
teggemist	####	####				
         	#tegemist	tegemine	t		S	sg p
om	####	####				
  	#on	ole	0		V	b
et	et	et	0		J	
minnol	####	####				
      	#minul	mina	l		P	sg ad
ennamb	####	####				
      	#enam	enam	0		D	
sinno	####	####				
     	#sinu	sina	0		P	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
middagi	####	####				
       	midagi	miski	da	gi	P	sg p
       	#midagi	miski	dagi		P	sg p
mist	####	####				
    	¤					
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
nink	####	####				
    	#ning	ning	0		J	
nink	####	####				
    	#ning	ning	0		J	
minna	mine	mine	a		V	da
     	£mina	mina	0		P	sg n
ütli	####	####				
    	#ütlesin	ütle	i		V	sin
kui	kui	kui	0		D	
   	@kui	kui	0		J	
sinna	sinna	sinna	0		D	
     	£sina	sina	0		P	sg n
ollet	####	####				
     	#oled	ole	t		V	d
rahhul	####	####				
      	rahul	rahu	l		S	sg ad
      	#rahul	rahul	0		D	
sis	####	####				
   	#siis	siis	0		D	
   	siis	siis	0		J	
olle	####	####				
    	ole	ole	0		V	o
    	#olen	ole	0		V	n
ka	ka	ka	0		D	
minna	mine	mine	a		V	da
     	£mina	mina	0		P	sg n
rahhul	####	####				
      	rahul	rahu	l		S	sg ad
      	#rahul	rahul	0		D	
nink	####	####				
    	#ning	ning	0		J	
nida	####	####				
    	#nõnda	nõnda	0		D	
selletimi	####	####				
         	#seletasime	seleta	imi		V	sime
kiik	kiik	kiik	0		S	sg n
    	£kõik	kõik	0		P	sg n
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
ja	ja	ja	0		J	
sedda	####	####				
     	#seda	see	da		P	sg p
woip	####	####				
    	#võib	või	p		V	b
tunnistada	tunnistada	tunnista	da		V	da
Hindrik	####	####				
       	#Hendrik	Hindrik	0		H	sg n
Toll	toll	toll	0		S	sg n
    	£Toll	Toll	0		H	sg n
ja	ja	ja	0		J	
Marri	####	####				
     	#Mari	Marri	0		H	sg n
Luik	luik	luik	0		S	sg n
    	£Luik	Luik	0		H	sg n
et	et	et	0		J	
Mai	Mai	Mai	0		H	sg g
   	@Mai	Mai	0		H	sg n
   	mai	mai	0		S	sg g
   	mai	mai	0		S	sg n
Kalmann	####	####				
       	#Kalmann	Kalmann	0		H	sg n
ka	ka	ka	0		D	
neile	see	see	le		P	pl all
     	@neile	tema	le		P	pl all
om	####	####				
  	#on	ole	0		V	b
kõnnelnu	####	####				
        	#kõnelenud	kõnele	nu		V	nud
et	et	et	0		J	
meil	meil	meil	0		S	sg n
    	@meil	mina	l		P	pl ad
kiik	kiik	kiik	0		S	sg n
    	£kõik	kõik	0		P	sg n
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
om	####	####				
  	#on	ole	0		V	b
seletedü	####	####				
        	#seletatud	seleta	dü		V	tud
.	.	.			Z	
Otsus	otsus	otsus	0		S	sg n
:	:	:			Z	
Tunnistaja	tunnistaja	tunnistaja	0		S	sg g
          	@tunnistaja	tunnistaja	0		S	sg n
Hindrik	####	####				
       	#Hendrik	Hindrik	0		H	sg n
Toll	toll	toll	0		S	sg n
    	£Toll	Toll	0		H	sg n
ja	ja	ja	0		J	
Marri	####	####				
     	#Mari	Marri	0		H	sg n
Luik	luik	luik	0		S	sg n
    	£Luik	Luik	0		H	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
kutsuda	kutsuda	kutsu	da		V	da
.	.	.			Z	
Pääkohtumees	####	####				
            	#peakohtumees	pea_kohtu_mees	0		S	sg n
A. Wähhi	####	####				
        	#A._Vähi	A._Wähhi	0		H	sg n
[	[	[			Z	
allkiri	allkiri	all_kiri	0		S	sg n
]	]	]			Z	
Kohtumees	kohtumees	kohtu_mees	0		S	sg n
K. Lõhmus	####	####				
         	#K._Lõhmus	K._Lõhmus	0		H	sg n
[	[	[			Z	
allkiri	allkiri	all_kiri	0		S	sg n
]	]	]			Z	
Kohtumees	kohtumees	kohtu_mees	0		S	sg n
Mihel	####	####				
     	#Mihkel	Mihel	0		H	sg n
Ugur	####	####				
    	#Ugur	Ugur	0		H	sg n
[	[	[			Z	
allkiri	allkiri	all_kiri	0		S	sg n
]	]	]			Z	
Kirjotaja	####	####				
         	#kirjutaja	kirjutaja	0		S	sg n
         	kirjutaja	kirjutaja	0		S	sg g
Jõggewa	####	####				
       	#Jõgeva	Jõggewa	0		H	sg n
