Seal	@seal	seal	0		D	
     	juures	juures	0		D	
     	#juures	juures	0		K	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
karjane	karjane	karjane	0		S	sg n
tenistusses	####	####				
           	#teenistuses	teenistus	s		S	sg in
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
ja	ja	ja	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
emma	####	####				
    	#ema	ema	0		S	sg n
Marri	####	####				
     	#Mari	Marri	0		H	sg n
tartu	tartu	tartu	0		G	
     	£Tartu	Tartu	0		H	sg g
maal	maal	maal	0		S	sg n
    	@maal	maa	l		S	sg ad
tenib	####	####				
     	#teenib	teeni	b		V	b
.	.	.			Z	
3.	3.	3.	0		O	?
,	,	,			Z	
Karl	Karl	Karl	0		H	sg n
Luik	luik	luik	0		S	sg n
    	£Luik	Luik	0		H	sg n
tunnistab	tunnistab	tunnista	b		V	b
,	,	,			Z	
et	et	et	0		J	
Andres	@Andres	Andres	0		H	sg n
      	Andre	Andre	s		H	sg in
Käggo	####	####				
     	#Kägu	Käggo	0		H	sg n
essi	####	####				
    	ise	ise	0		P	pl n
    	#ise	ise	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
tahtnut	taht=nu	taht=nu	t		S	sg p
       	£tahtnud	taht	nut		V	nud
wenneusku	####	####				
         	#vene_usku	vene_usk	0		S	sg p
wõtta	võt	võt	a		V	da
     	võta	võt	0		V	o
     	@võtta	võt	a		V	da
ja	ja	ja	0		J	
sepärrast	####	####				
         	#seepärast	see_pärast	0		D	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
(	(	(			Z	
Karl	Karl	Karl	0		H	sg n
Luik	luik	luik	0		S	sg n
    	£Luik	Luik	0		H	sg n
)	)	)			Z	
wenneussu	####	####				
         	#vene_usu	vene_usk	0		S	sg g
õppetaja	####	####				
        	#õpetaja	õpetaja	0		S	sg g
sowimist	####	####				
        	#soovimist	soovimine	t		S	sg p
möda	####	####				
    	#mööda	mööda	0		K	
    	mööda	mööda	0		D	
temmale	####	####				
       	#temale	tema	le		P	sg all
(	(	(			Z	
Andres	@Andres	Andres	0		H	sg n
      	Andre	Andre	s		H	sg in
Käole	kägu	kägu	le		S	sg all
     	£Käole	Käggo	le		H	sg all
)	)	)			Z	
käemehheks	####	####				
          	#käemeheks	käe_mees	0		S	sg tr
heitnut	heit=nu	heit=nu	t		S	sg p
       	£heitnud	heit	nut		V	nud
;	;	;			Z	
4.	4.	4.	0		O	?
,	,	,			Z	
Hans	Hans	Hans	0		H	sg n
Smitt	####	####				
     	#Smitt	Smitt	0		H	sg n
wastab	vastab	vasta	b		V	b
küsimiste	küsimiste	küsimine	te		S	pl g
,	,	,			Z	
et	et	et	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
Lowisa	####	####				
      	#Luisa	Lowisa	0		H	sg n
Trick	####	####				
     	#Trikk	Trick	0		H	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
ka	ka	ka	0		D	
mu	mina	mina	0		P	sg g
  	£muu	muu	0		P	sg n
kenneki	####	####				
       	#keegi	kennegi	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
temmale	####	####				
       	#temale	tema	le		P	sg all
sellest	sellest	see	st		P	sg el
räkinut	####	####				
       	#rääkinud	rääki	nut		V	nud
et	et	et	0		J	
wenne	####	####				
     	#vene	vene	0		G	
usku	@usku	usk	0		S	adt
    	usk	usk	0		S	sg p
tahhab	####	####				
      	#tahab	taht	b		V	b
heita	heita	heit	a		V	da
.	.	.			Z	
Tunnistuseks	tunnistuseks	tunnistus	ks		S	sg tr
et	et	et	0		J	
wenneussu	####	####				
         	#vene_usu	vene_usk	0		S	sg g
õppetaja	####	####				
        	#õpetaja	õpetaja	0		S	sg n
pikkemalt	pikk_ema	pikk_ema	lt		S	sg abl
         	£pikemalt	pikemalt	0		D	
wannematte	vanne_matt	vanne_matt	e		A	pl p
          	vanne_matt	vanne_matt	e		S	pl p
          	£vanemate	vanem	tte		S	pl g
ja	ja	ja	0		J	
Wöölmöldrete	####	####				
            	#vöörmündrite	vöörmünder	te		S	pl g
järrele	####	####				
       	järele	järele	0		D	
       	#järele	järele	0		K	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
nöuwa	####	####				
     	#nõua	nõud	0		V	o
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
waesiw	####	####				
      	#vaeseid	vaene	siv		A	pl p
Lapsi	lapsi	laps	i		S	pl p
wenne	####	####				
     	#vene	vene	0		G	
ussu	####	####				
    	#usu	usk	0		S	sg g
sisse	sisse	sisse	0		D	
     	@sisse	sisse	0		K	
     	siss	siss	e		S	pl p
salwib	salvib	salvi	b		V	b
,	,	,			Z	
räkis	####	####				
     	#rääkis	rääki	s		V	s
Karl	Karl	Karl	0		H	sg n
Luik	luik	luik	0		S	sg n
    	£Luik	Luik	0		H	sg n
et	et	et	0		J	
wenneussu	####	####				
         	#vene_usu	vene_usk	0		S	sg g
õppetaja	####	####				
        	#õpetaja	õpetaja	0		S	sg n
ärrasurnut	####	####				
          	#ärasurnud	ära_sure	nut		V	nud
Tõnnis	Tõnn	Tõnn	s		H	sg in
      	£Tõnis	Tõnnis	0		H	sg n
Treuil	####	####				
      	#Treuil	Treuil	0		H	sg n
ja	ja	ja	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
Naese	####	####				
     	#naise	naine	0		S	sg g
kolm	kolm	kolm	0		N	sg n
Lapsed	lapsed	laps	d		S	pl n
,	,	,			Z	
nimmelt	nimme	nimme	lt		S	sg abl
       	@nimelt	nimelt	0		D	
Rõõt	####	####				
    	#Rõõt	Rõõt	0		H	sg n
,	,	,			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
ja	ja	ja	0		J	
Tõnno	####	####				
     	#Tõnu	Tõnno	0		H	sg n
,	,	,			Z	
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
ilda	####	####				
    	#hilja	ilda	0		D	
aja	@aja	aeg	0		S	sg g
   	aja	aja	0		V	o
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
Kangusares	####	####				
          	#Kangrussaares	Kangusare	s		H	sg in
wenneussu	####	####				
         	#vene_usu	vene_usk	0		S	sg g
sisse	sisse	sisse	0		D	
     	@sisse	sisse	0		K	
     	siss	siss	e		S	pl p
ärrasalwint	####	####				
           	#ärasalvinud	ära_salvi	nt		V	nud
,	,	,			Z	
sest	see	see	st		P	sg el
    	@sest	sest	0		J	
et	et	et	0		J	
need	need	see	d		P	pl n
Lapsed	lapsed	laps	d		S	pl n
sedda	####	####				
     	#seda	see	da		P	sg p
essi	####	####				
    	ise	ise	0		P	pl n
    	#ise	ise	0		P	sg n
sowinut	####	####				
       	#soovinud	soovi	nut		V	nud
,	,	,			Z	
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	@ilma	ilma	0		D	
    	ilma	ilma	0		K	
et	et	et	0		J	
nende	see	see	de		P	pl g
     	@nende	tema	de		P	pl g
Wöölmöldrete	####	####				
            	#vöörmündrite	vöörmünder	te		S	pl g
ehk	ehk	ehk	0		D	
   	@ehk	ehk	0		J	
wannematte	vanne_matt	vanne_matt	e		A	pl p
          	vanne_matt	vanne_matt	e		S	pl p
          	£vanemate	vanem	tte		S	pl g
järrele	####	####				
       	järele	järele	0		D	
       	#järele	järele	0		K	
olleks	####	####				
      	#oleks	ole	ks		V	ks
küssinut	####	####				
        	#küsinud	küsi	nut		V	nud
.	.	.			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Keerdt	####	####				
      	#Keerd	Keerdt	0		H	sg n
kohtuwannem	####	####				
           	#kohtuvanem	kohtu_vanem	0		S	sg n
XXX	XXX	XXX	0		O	?
   	@XXX	XXX	0		Y	?
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Noor	noor	noor	0		A	sg n
    	noor	noor	0		S	sg n
    	£Noor	Noor	0		H	sg n
kohtumees	kohtumees	kohtu_mees	0		S	sg n
XXX	XXX	XXX	0		O	?
   	@XXX	XXX	0		Y	?
Ado	Ado	Ado	0		H	sg g
   	@Ado	Ado	0		H	sg n
Kuil	kuu	kuu	il		S	pl ad
    	£Kuil	Kuil	0		H	sg n
kohtumees	kohtumees	kohtu_mees	0		S	sg n
.	.	.			Z	
XXX	XXX	XXX	0		O	?
   	@XXX	XXX	0		Y	?
