Peter	Peter	Peter	0		H	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Sepp	sepp	sepp	0		S	sg n
    	£Sepp	Sepp	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
ning	ning	ning	0		J	
raegis	####	####				
      	#rääkis	rääki	s		V	s
et	et	et	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
wõtnud	võt=nud	võt=nud	0		A	
      	võt=nud	võt=nud	0		A	sg n
      	võt=nu	võt=nu	d		S	pl n
      	võt=nud	võt=nud	d		A	pl n
      	võt	võt	nud		V	nud
      	@võtnud	võt	nud		V	nud
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
Sullase	####	####				
       	#sulase	sulane	0		S	sg g
hobbost	####	####				
       	#hobust	hobune	t		S	sg p
Leiwa	leiva	leib	0		S	sg g
Kotti	kott	kott	0		S	adt
     	@kotti	kott	0		S	sg p
     	kotti	kotti	0		D	
     	kott	kott	i		S	pl p
wija	####	####				
    	#viia	vii	a		V	da
et	et	et	0		J	
temmal	####	####				
      	#temal	tema	l		P	sg ad
ennesel	####	####				
       	#enesel	ise	l		P	sg ad
üks	üks	üks	0		N	sg n
   	@üks	üks	0		P	sg n
hobbone	####	####				
       	#hobune	hobune	0		S	sg n
Lombak	@lombak	lombak	0		A	sg n
      	lombak	lombak	0		S	sg n
ja	ja	ja	0		J	
teine	teine	teine	0		O	sg n
     	@teine	teine	0		P	sg n
hobbone	####	####				
       	#hobune	hobune	0		S	sg n
weskel	####	####				
      	#veskil	veski	l		S	sg ad
kainud	####	####				
      	#käinud	käi	nud		V	nud
.	.	.			Z	
Anno	####	####				
    	#Anu	Anno	0		H	sg n
olli	####	####				
    	#oli	ole	i		V	s
hobbose	####	####				
       	#hobuse	hobune	0		S	sg g
nukkest	####	####				
       	#nukist	nukk	st		S	sg el
kinni	kinni	kinni	0		D	
akkand	####	####				
      	#hakanud	hakka	nd		V	nud
ja	ja	ja	0		J	
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
tahtnud	taht=nud	taht=nud	0		A	
       	taht=nud	taht=nud	0		A	sg n
       	taht=nu	taht=nu	d		S	pl n
       	taht=nud	taht=nud	d		A	pl n
       	@tahtnud	taht	nud		V	nud
hobbest	####	####				
       	#hobust	hobune	t		S	sg p
anda	anda	and	a		V	da
kelle	kes	kes	0		P	pl g
     	@kelle	kes	0		P	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
sies	####	####				
    	#siis	siis	0		D	
Anno	####	####				
    	#Anu	Anno	0		H	sg g
kaest	kae	kae	st		S	sg el
     	käest	käsi	st		S	sg el
     	@käest	käest	0		K	
kinni	kinni	kinni	0		D	
wõtnud	võt=nud	võt=nud	0		A	
      	võt=nud	võt=nud	0		A	sg n
      	võt=nu	võt=nu	d		S	pl n
      	võt=nud	võt=nud	d		A	pl n
      	võt	võt	nud		V	nud
      	@võtnud	võt	nud		V	nud
ja	ja	ja	0		J	
kinni	kinni	kinni	0		D	
pidanud	pida=nud	pida=nud	0		A	
       	pida=nud	pida=nud	0		A	sg n
       	pida=nu	pida=nu	d		S	pl n
       	pida=nud	pida=nud	d		A	pl n
       	@pidanud	pida	nud		V	nud
,	,	,			Z	
Anno	####	####				
    	#Anu	Anno	0		H	sg n
olli	####	####				
    	#oli	ole	i		V	s
agga	####	####				
    	#aga	aga	0		J	
kaks	kaks	kaks	0		N	sg n
korda	kord	kord	0		S	adt
     	@korda	kord	0		S	sg p
     	korda	korda	0		V	o
ennast	ennast	ise	t		P	sg p
mahha	####	####				
     	#maha	maha	0		D	
heitnud	heit=nud	heit=nud	0		A	
       	heit=nud	heit=nud	0		A	sg n
       	heit=nu	heit=nu	d		S	pl n
       	heit=nud	heit=nud	d		A	pl n
       	@heitnud	heit	nud		V	nud
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	@ilma	ilma	0		D	
    	ilma	ilma	0		K	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
tedda	####	####				
     	#teda	tema	da		P	sg p
olli	####	####				
    	#oli	ole	i		V	s
mahha	####	####				
     	#maha	maha	0		D	
wiskanud	####	####				
        	#visanud	viska	nud		V	nud
.	.	.			Z	
Selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
lainut	####	####				
      	#läinud	mine	nud		V	nud
Anno	####	####				
    	#Anu	Anno	0		H	sg n
tarre	@tarre	tare	0		S	adt
     	tarre	tarre	0		S	sg n
ning	ning	ning	0		J	
Soimanud	####	####				
        	#sõimanud	sõima	nud		V	nud
perrenaist	####	####				
          	#perenaist	pere_naine	t		S	sg p
horaks	####	####				
      	#hooraks	hoor	ks		S	sg tr
ja	ja	ja	0		J	
Litsiks	lits	lits	ks		A	sg tr
       	@litsiks	lits	ks		S	sg tr
,	,	,			Z	
seis	seis	seis	0		I	
    	seis	seis	0		S	sg n
    	£siis	siis	0		D	
olli	####	####				
    	#oli	ole	i		V	s
esiste	esine	esine	te		A	pl g
      	esine	esine	te		S	pl g
      	£esiteks	esiteks	0		D	
perrenaine	####	####				
          	#perenaine	pere_naine	0		S	sg n
tedda	####	####				
     	#teda	tema	da		P	sg p
loenut	####	####				
      	#löönud	löö	nut		V	nud
,	,	,			Z	
Anno	####	####				
    	#Anu	Anno	0		H	sg n
agga	####	####				
    	#aga	aga	0		J	
perrenaist	####	####				
          	#perenaist	pere_naine	t		S	sg p
Sengi	####	####				
     	#sängi	säng	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
mahha	####	####				
     	#maha	maha	0		D	
lükkanud	####	####				
        	#lükanud	lükka	nud		V	nud
ja	ja	ja	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
tallanud	talla=nud	talla=nud	0		A	
        	talla=nud	talla=nud	0		A	sg n
        	talla=nu	talla=nu	d		S	pl n
        	talla=nud	talla=nud	d		A	pl n
        	@tallanud	talla	nud		V	nud
kelle	kes	kes	0		P	pl g
     	@kelle	kes	0		P	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
sies	####	####				
    	#siis	siis	0		D	
Anno	####	####				
     	#Anu	Anno	0		H	sg g
Karwust	karv_uks	karv_uks	t		S	sg p
       	£karvadest	karv	ust		S	pl el
kinni	kinni	kinni	0		D	
wõtnud	võt=nud	võt=nud	0		A	
      	võt=nud	võt=nud	0		A	sg n
      	võt=nu	võt=nu	d		S	pl n
      	võt=nud	võt=nud	d		A	pl n
      	võt	võt	nud		V	nud
      	@võtnud	võt	nud		V	nud
ja	ja	ja	0		J	
Perrenaise	####	####				
          	#perenaise	pere_naine	0		S	sg g
pealt	pealt	pealt	0		D	
     	@pealt	pealt	0		K	
     	pea	pea	lt		S	sg abl
erra	####	####				
    	#ära	ära	0		D	
tõmbanud	####	####				
        	#tõmmanud	tõmba	nud		V	nud
.	.	.			Z	
Tunnistaja	tunnistaja	tunnistaja	0		S	sg g
          	@tunnistaja	tunnistaja	0		S	sg n
Epp	Epp	Epp	0		H	sg n
Kerb	####	####				
    	#Kerb	Kerb	0		H	sg n
raegis	####	####				
      	#rääkis	rääki	s		V	s
et	et	et	0		J	
Anno	####	####				
    	#Anu	Anno	0		H	sg n
perrenaist	####	####				
          	#perenaist	pere_naine	t		S	sg p
horaks	####	####				
      	#hooraks	hoor	ks		S	sg tr
ja	ja	ja	0		J	
litsiks	lits	lits	ks		A	sg tr
       	@litsiks	lits	ks		S	sg tr
soimanud	####	####				
        	#sõimanud	sõima	nud		V	nud
,	,	,			Z	
Perrenaine	####	####				
          	#perenaine	pere_naine	0		S	sg n
olli	####	####				
    	#oli	ole	i		V	s
tedda	####	####				
     	#teda	tema	da		P	sg p
[	[	[			Z	
Lk	Lk	Lk	0		Y	?
14p	14p	14p	0		Y	?
]	]	]			Z	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
loenud	####	####				
      	#löönud	löö	nud		V	nud
,	,	,			Z	
Anno	####	####				
    	#Anu	Anno	0		H	sg n
olli	####	####				
    	#oli	ole	i		V	s
toli	####	####				
    	#tooli	tool	0		S	sg g
pealt	pealt	pealt	0		D	
     	@pealt	pealt	0		K	
     	pea	pea	lt		S	sg abl
ülles	####	####				
     	#üles	üles	0		D	
tousnud	####	####				
       	#tõusnud	tõus	nud		V	nud
ja	ja	ja	0		J	
perrenaist	####	####				
          	#perenaist	pere_naine	t		S	sg p
wasto	####	####				
     	#vastu	vastu	0		D	
     	vastu	vastu	0		K	
loenud	####	####				
      	#löönud	löö	nud		V	nud
seis	seis	seis	0		I	
    	seis	seis	0		S	sg n
    	£siis	siis	0		D	
ollid	####	####				
     	#olid	ole	id		V	sid
nad	nad	tema	d		P	pl n
wastastiku	vastastik	vastastik	0		A	sg g
kokko	####	####				
     	kokku	kogu	0		S	adt
     	#kokku	kokku	0		D	
lainud	####	####				
      	#läinud	mine	nud		V	nud
ja	ja	ja	0		J	
teine	teine	teine	0		O	sg n
     	@teine	teine	0		P	sg n
toist	toi	toi	st		S	sg el
     	£teist	teine	t		P	sg p
loenud	####	####				
      	#löönud	löö	nud		V	nud
kelle	kes	kes	0		P	pl g
     	@kelle	kes	0		P	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
Perremees	perre_mees	perre_mees	0		S	sg n
         	£peremees	pere_mees	0		S	sg n
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
ja	ja	ja	0		J	
Annot	####	####				
     	#Anut	Anno	t		H	sg p
olli	####	####				
    	#oli	ole	i		V	s
karwopiddi	####	####				
          	#karvupidi	karvu_pidi	0		D	
kesk	kesk	kesk	0		K	
tuppa	tuppa	tuba	0		S	adt
tõmbanud	####	####				
        	#tõmmanud	tõmba	nud		V	nud
.	.	.			Z	
Se	####	####				
  	#see	see	0		P	sg n
tülli	tüli	tüli	0		S	adt
     	tüll	tüll	0		S	adt
     	tüll	tüll	0		S	sg g
     	tüll	tüll	0		S	sg p
     	tülli	tülli	0		D	
     	£tüli	tüli	0		S	sg n
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
noil	noil	too	l		P	pl ad
wäljan	välja	välja	n		V	n
       	£väljas	väljas	0		D	
olli	####	####				
    	#oli	ole	i		V	s
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
nainud	nai=nud	nai=nud	0		A	
      	nai=nud	nai=nud	0		A	sg n
      	nai=nu	nai=nu	d		S	pl n
      	nai=nud	nai=nud	d		A	pl n
      	nai	nai	nud		V	nud
      	£näinud	näge	nud		V	nud
.	.	.			Z	
Hans	Hans	Hans	0		H	sg n
Asso	Asso	Asso	0		H	sg g
    	@Asso	Asso	0		H	sg n
raekis	####	####				
      	#rääkis	rääki	s		V	s
ni	####	####				
  	#nii	nii	0		D	
samo	####	####				
     	#sama	sama	0		P	sg p
kjui	####	####				
    	#kui	kui	0		J	
Epp	Epp	Epp	0		H	sg n
Kerb	####	####				
    	#Kerb	Kerb	0		H	sg n
ning	ning	ning	0		J	
raekis	####	####				
      	#rääkis	rääki	s		V	s
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
et	et	et	0		J	
nee	####	####				
   	#need	see	0		P	pl n
naiset	####	####				
      	#naised	naine	t		S	pl n
mõllemad	####	####				
        	#mõlemad	mõlema	d		P	pl n
põrrendal	####	####				
         	#põrandal	põrand	l		S	sg ad
Sullase	####	####				
       	#sulase	sulane	0		S	sg g
wodi	####	####				
    	#voodi	voodi	0		S	sg g
es	es	es			H	?
  	ei	ei	s		V	neg s
  	£ees	ees	0		K	
maas	@maas	maas	0		D	
    	maa	maa	s		S	sg in
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
ja	ja	ja	0		J	
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
Annot	####	####				
     	#Anut	Anno	t		H	sg p
olli	####	####				
    	#oli	ole	i		V	s
karwopiddi	####	####				
          	#karvupidi	karvu_pidi	0		D	
welja	####	####				
     	#välja	välja	0		D	
weddanud	####	####				
        	#vedanud	veda	nud		V	nud
.	.	.			Z	
Weljas	####	####				
      	#väljas	väljas	0		D	
olli	####	####				
    	#oli	ole	i		V	s
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
naist	naist	naine	t		S	sg p
kätte	käsi	käsi	tte		S	adt
     	kätte	kätte	0		K	
     	£kätt	käsi	tt		S	sg p
piddi	####	####				
     	pidi	pida	i		V	s
     	#pidi	pidi	0		K	
kinni	kinni	kinni	0		D	
piddanud	####	####				
        	#pidanud	pida	nud		V	nud
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
mitte	mitte	mitte	0		D	
hobbest	####	####				
       	#hobust	hobune	t		S	sg p
woinud	####	####				
      	#võinud	või	nud		V	nud
kaest	kae	kae	st		S	sg el
     	@käest	käsi	st		S	sg el
     	käest	käest	0		K	
erra	####	####				
    	#ära	ära	0		D	
wõtta	võt	võt	a		V	da
     	võta	võt	0		V	o
     	@võtta	võt	a		V	da
,	,	,			Z	
Anno	####	####				
    	#Anu	Anno	0		H	sg n
olli	####	####				
    	#oli	ole	i		V	s
agga	####	####				
    	#aga	aga	0		J	
ennast	ennast	ise	t		P	sg p
mahha	####	####				
     	#maha	maha	0		D	
heitnud	heit=nud	heit=nud	0		A	
       	heit=nud	heit=nud	0		A	sg n
       	heit=nu	heit=nu	d		S	pl n
       	heit=nud	heit=nud	d		A	pl n
       	@heitnud	heit	nud		V	nud
,	,	,			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
agga	####	####				
    	#aga	aga	0		J	
mitte	mitte	mitte	0		D	
tedda	####	####				
     	#teda	tema	da		P	sg p
loenud	####	####				
      	#löönud	löö	nud		V	nud
egga	####	####				
    	ega	ega	0		D	
    	#ega	ega	0		J	
mahha	####	####				
     	#maha	maha	0		D	
lükkanud	####	####				
        	#lükanud	lükka	nud		V	nud
.	.	.			Z	
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
nüd	####	####				
   	#nüüd	nüüd	0		D	
Kohtomehhed	####	####				
           	#kohtumehed	kohtu_mees	d		S	pl n
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
k	k	k	0		Y	?
(	(	(			Z	
õ	õ	õ	0		Y	?
)	)	)			Z	
rral	####	####				
    	¤					
mitte	mitte	mitte	0		D	
keik	####	####				
    	kõik	kõik	0		P	pl n
    	#kõik	kõik	0		P	sg n
kos	####	####				
   	#koos	koos	0		D	
es	es	es			H	?
  	@ei	ei	s		V	neg s
olli	####	####				
    	#oli	ole	i		V	s
jaeti	####	####				
     	#jäeti	jät	ti		V	ti
sedda	####	####				
     	#seda	see	da		P	sg p
teises	teine	teine	s		O	sg in
      	teine	teine	s		P	sg in
      	£teiseks	teine	s		P	sg tr
kohtopaewas	####	####				
           	#kohtupäevaks	kohtu_päev	s		S	sg tr
.	.	.			Z	
