Protokoll	protokoll	protokoll	0		S	sg n
     	#luba	luba	0		S	sg p
     	luba	luba	0		V	o
     	lubab	luba	0		V	b
olleks	####	####				
      	#oleks	ole	ks		V	ks
sanud	####	####				
     	#saanud	saa	nud		V	nud
.	.	.			Z	
Möisa	####	####				
     	#mõisa	mõis	0		S	sg g
wallitsus	####	####				
         	#valitsus	valitsus	0		S	sg n
nöuab	####	####				
     	#nõuab	nõud	b		V	b
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
kummagi	kummagi	kumbki	gi		P	sg g
kaast	####	####				
     	#käest	käest	0		K	
(	(	(			Z	
6	6	6	0		N	?
)	)	)			Z	
kuus	@kuus	kuus	0		N	sg n
    	kuu	kuu	s		S	sg in
rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
trahwi	trahv	trahv	0		S	adt
      	trahv	trahv	0		S	sg g
      	trahv	trahv	0		S	sg p
      	trahvi	trahvi	0		V	o
      	trahvi	trahv	0		S	adt
      	@trahvi	trahv	0		S	sg p
      	trahvi	trahv	0		S	sg g
.	.	.			Z	
Astub	astub	astu	b		V	b
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Hindreko	####	####				
        	#Hindreku	Hindrek	0		H	sg g
Mart	@Mart	Mart	0		H	sg n
    	mart	mart	0		S	sg n
ja	ja	ja	0		J	
ütleb	ütleb	ütle	b		V	b
et	et	et	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
õemees	õe_mees	õe_mees	0		S	sg n
      	£õemees	õde_mees	0		S	sg n
Hindrek	####	####				
       	#Hindrek	Hindrek	0		H	sg n
Rus	####	####				
   	#Rus	Rus	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temmale	####	####				
       	#temale	tema	le		P	sg all
24	24	24	0		N	?
koormad	koorem	koorem	d		S	pl n
       	koorma	koorma	d		V	d
       	£koormat	koorem	d		S	sg p
sönnikud	####	####				
        	#sõnnikut	sõnnik	d		S	sg p
ja	ja	ja	0		J	
ölgi	####	####				
    	#õlgi	õlg	i		S	pl p
annud	####	####				
     	#andnud	and	nud		V	nud
ja	ja	ja	0		J	
tahtnud	taht=nud	taht=nud	0		A	
       	taht=nud	taht=nud	0		A	sg n
       	taht=nu	taht=nu	d		S	pl n
       	taht=nud	taht=nud	d		A	pl n
       	@tahtnud	taht	nud		V	nud
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
(	(	(			Z	
3	3	3	0		N	?
)	)	)			Z	
kolm	kolm	kolm	0		N	sg n
rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
ja	ja	ja	0		J	
siis	@siis	siis	0		D	
    	siis	siis	0		J	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
sadda	####	####				
     	#sada	sada	0		N	sg n
kubbu	####	####				
     	#kubu	kubu	0		S	sg p
ölgi	####	####				
    	#õlgi	õlg	i		S	pl p
piddand	####	####				
       	#pidanud	pida	nd		V	nud
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
wima	####	####				
    	#viima	vii	ma		V	ma
ja	ja	ja	0		J	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
Hindreko	####	####				
        	#Hindreku	Hindrek	0		H	sg g
wõlla	võllas	võllas	0		S	sg g
     	£võla	võlg	0		S	sg g
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
tassuma	####	####				
       	#tasuma	tasu	ma		V	ma
.	.	.			Z	
Astub	astub	astu	b		V	b
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Juhhani	####	####				
       	#Juhani	Juhhan	0		H	sg g
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
ja	ja	ja	0		J	
ütleb	ütleb	ütle	b		V	b
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
pölle	####	####				
     	#pole	ole	0		V	neg o
koddo	####	####				
     	#kodu	kodu	0		S	sg g
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
ja	ja	ja	0		J	
Koigi	@Koigi	Koigi	0		H	sg g
     	Koigi	Koigi	0		H	sg n
aidames	####	####				
       	#aidamees	ait_mees	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
senna	senna	senna	0		S	sg g
     	senna	senna	0		S	sg n
     	£sinna	sinna	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
ja	ja	ja	0		J	
perrenaene	####	####				
          	#perenaine	pere_naine	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
münud	####	####				
     	#müünud	müü	nud		V	nud
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	ilma	ilma	0		D	
    	@ilma	ilma	0		K	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
lubba	####	####				
     	luba	luba	0		S	sg n
     	#luba	luba	0		S	sg p
     	luba	luba	0		V	o
     	lubab	luba	0		V	b
andmatta	####	####				
        	#andmata	and	matta		V	mata
ja	ja	ja	0		J	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
(	(	(			Z	
3	3	3	0		N	?
)	)	)			Z	
kolm	kolm	kolm	0		N	sg n
rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
perrenaese	####	####				
          	#perenaise	pere_naine	0		S	sg g
kätte	käsi	käsi	tte		S	adt
     	@kätte	kätte	0		K	
annud	####	####				
     	#andnud	and	nud		V	nud
.	.	.			Z	
Astub	astub	astu	b		V	b
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Juhhani	####	####				
       	#Juhani	Juhhan	0		H	sg g
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg g
naene	####	####				
     	#naine	naine	0		S	sg n
ja	ja	ja	0		J	
ütleb	ütleb	ütle	b		V	b
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
münud	####	####				
     	#müünud	müü	nud		V	nud
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	ilma	ilma	0		D	
    	@ilma	ilma	0		K	
perremehhe	####	####				
          	#peremehe	pere_mees	0		S	sg g
teadmatta	####	####				
         	#teadmata	tead	matta		V	mata
Selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
moistab	####	####				
       	#mõistab	mõist	b		V	b
kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
,	,	,			Z	
et	et	et	0		J	
Hindreko	####	####				
        	#Hindreku	Hindrek	0		H	sg g
Mart	@Mart	Mart	0		H	sg n
    	mart	mart	0		S	sg n
saab	saab	saa	b		V	b
48	48	48	0		N	?
tunniks	tunniks	tund	ks		S	sg tr
kinni	kinni	kinni	0		D	
pandud	pan=dud	pan=dud	0		A	
      	pan=dud	pan=dud	0		A	sg n
      	pan=du	pan=du	d		S	pl n
      	pan=dud	pan=dud	d		A	pl n
      	@pandud	pane	dud		V	tud
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
parrast	pard	pard	st		S	sg el
       	parras	parras	t		S	sg p
       	£pärast	pärast	0		K	
,	,	,			Z	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
pölle	####	####				
     	#pole	ole	0		V	neg o
moisa	####	####				
     	#mõisa	mõis	0		S	sg g
wallitsusse	####	####				
           	#valitsuse	valitsus	0		S	sg g
kaast	####	####				
     	#käest	käest	0		K	
lubba	####	####				
     	luba	luba	0		S	sg n
     	#luba	luba	0		S	sg p
     	luba	luba	0		V	o
     	lubab	luba	0		V	b
pallund	####	####				
       	#palunud	palu	nd		V	nud
et	et	et	0		J	
tal	tal	tema	l		P	sg ad
Hindreko	####	####				
        	#Hindreku	Hindrek	0		H	sg g
Russile	####	####				
       	#Rusile	Rus	le		H	sg all
sönnik	####	####				
      	#sõnnik	sõnnik	0		S	sg n
ja	ja	ja	0		J	
olled	####	####				
     	#õled	õlg	d		S	pl n
wölgo	####	####				
     	#võlgu	võlgu	0		D	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
et	et	et	0		J	
wallitsus	####	####				
         	#valitsus	valitsus	0		S	sg n
olleks	####	####				
      	#oleks	ole	ks		V	ks
ehk	@ehk	ehk	0		D	
   	ehk	ehk	0		J	
isse	####	####				
    	#ise	ise	0		P	sg n
    	ise	ise	0		D	
    	ise	ise	0		P	pl n
se	####	####				
  	#see	see	0		P	sg n
(	(	(			Z	
100	100	100	0		N	?
)	)	)			Z	
sadda	####	####				
     	#sada	sada	0		N	sg n
kubbo	####	####				
     	#kubu	kubu	0		S	sg p
ölgi	####	####				
    	#õlgi	õlg	i		S	pl p
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
ost	ost	ost	0		S	sg n
   	£ostnud	ost	0		V	nud
ja	ja	ja	0		J	
olleks	####	####				
      	#oleks	ole	ks		V	ks
Hindreko	####	####				
        	#Hindreku	Hindrek	0		H	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
arra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
makst	####	####				
     	#maksnud	maks	t		V	nud
.	.	.			Z	
Ja	ja	ja	0		J	
Juhhani	####	####				
       	#Juhani	Juhhan	0		H	sg g
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
saab	saab	saa	b		V	b
ka	ka	ka	0		D	
48	48	48	0		N	?
tunniks	tunniks	tund	ks		S	sg tr
kinni	kinni	kinni	0		D	
pantud	####	####				
      	#pandud	pane	tud		V	tud
,	,	,			Z	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
naese	####	####				
     	#naise	naine	0		S	sg g
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
wallitse	####	####				
        	#valitse	valitse	0		V	o
.	.	.			Z	
Se	####	####				
  	#see	see	0		P	sg n
moistminne	####	####				
          	#mõistmine	mõistmine	0		S	sg n
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
ka	ka	ka	0		D	
täitetud	täite=tu	täite=tu	d		A	pl n
        	£täidetud	täit	tud		V	tud
Moisawallitsus	####	####				
              	#mõisavalitsus	mõis_valitsus	0		S	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
moistmissega	####	####				
            	#mõistmisega	mõistmine	ga		S	sg kom
rahhol	####	####				
      	#rahul	rahul	0		D	
Moistmas	####	####				
        	#mõistmas	mõist	mas		V	mas
ollid	####	####				
     	#olid	ole	id		V	sid
Pea	pea	pea	0		D	
   	@pea	pea	0		S	sg g
   	pea	pea	0		S	sg n
   	pida	pida	0		V	o
wannem	####	####				
      	vanem	vanem	0		C	sg n
      	#vanem	vanem	0		S	sg n
Mihkel	@Mihkel	Mihkel	0		H	sg n
      	mihkel	mihkel	0		A	sg n
      	mihkel	mihkel	0		S	sg n
Jaana	Jaana	Jaana	0		H	sg g
     	@Jaana	Jaana	0		H	sg n
xxx	####	####				
   	#xxx	xxx	0		Y	?
Körwa	####	####				
     	#kõrva	kõrv	0		S	sg g
mehhed	####	####				
      	#mehed	mees	d		S	pl n
Josep	####	####				
     	#Joosep	Josep	0		H	sg n
Piisner	####	####				
       	#Piisner	Piisner	0		H	sg n
xxx	####	####				
   	#xxx	xxx	0		Y	?
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Karep	####	####				
     	#Karep	Karep	0		H	sg n
xxx	####	####				
   	#xxx	xxx	0		Y	?
Sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
protokol	####	####				
        	#protokoll	protokoll	0		S	sg n
walja	####	####				
     	#välja	välja	0		D	
antud	an=tu	an=tu	d		S	pl n
     	@antud	and	tud		V	tud
     	antud	antud	0		A	
     	antud	antud	0		A	sg n
     	antud	antud	d		A	pl n
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
sammal	sammal	sammal	0		S	sg n
      	£samal	sama	l		P	sg ad
päwal	####	####				
     	#päeval	päev	l		S	sg ad
